name,district,party,age,www,education,segment,oik,imp,lib,vih
Johan Ekman,Helsinki,RKP,31,http://www.johanekman.fi,Pol.stud,Viherliberaalit,-0.501366178,-1.602263281,1.064160257,1.175194598
Benjamin Ellenberg,Helsinki,RKP,22,http://www.ellenberg.fi,Valtiotieteiden ylioppilas,Viherliberaalit,0.615490904,-1.565251901,1.221996329,0.376685983
Patrik Gayer,Helsinki,RKP,28,http://www.patrikgayer.fi,Korkeakoulututkinto,Oikeisto,1.816262613,-1.410269792,1.274833152,-1.24016957
Lotte Granberg-Haakana,Helsinki,RKP,37,http://www.granberghaakana.fi,VTM,Oikeisto,1.353148116,-1.718943794,0.751189804,0.224468113
Veronica Hertzberg,Helsinki,RKP,51,http://veronicahertzberg.blogspot.fi,Ylempi korkeakoulututkinto. Valt.maist,Viherliberaalit,-0.419757072,-1.301138878,0.446646095,0.890235374
Max Janzon,Helsinki,RKP,40,http://www.maxjanzon.fi,Valtiotieteiden tohtori,Oikeisto,1.409700026,-1.450300581,-0.291474194,-0.261370106
Anna Jungner-Nordgren,Helsinki,RKP,40,http://www.annajungnernordgren.fi,valtiotieteiden kandidaatti,Oikeisto,0.801443783,-1.677097851,0.796352732,0.483397066
Björn Månsson,Helsinki,RKP,62,http://www.bjornmansson.fi,ylioppilas,Demarit,-0.431652535,-0.624851036,-0.377368399,0.423720044
Hilkka Olkinuora,Helsinki,RKP,66,http://www.hilkaolkinuora.net,HuK TM,Kansalliskonservatiivit,0.31471947,-0.784825928,0.070268468,0.080076433
Marcus Rantala,Helsinki,RKP,37,http://www.marcus.fi,Valtiotieteiden maisteri,Oikeisto,1.765170362,-1.143407391,0.392542129,-0.106226253
Päivi Storgård,Helsinki,RKP,49,http://www.paivistorgard.fi,kasv. tiet. yo,Oikeisto,0.932762286,-0.869847576,0.974136726,0.763076262
Emma Tcheng,Helsinki,RKP,20,http://www.emmatcheng.fi,Yleisen valtio-opin opiskelija,Viherliberaalit,0.821205023,-1.548917886,0.864515762,0.969177415
Sebastian Weckman,Helsinki,RKP,37,http://www.sebastianweckman.fi,Alempi korkeakoulututkinto (Bachelor of Arts),Viherliberaalit,0.564619243,-0.947571059,0.206758181,0.329540666
Pentti Arajärvi,Helsinki,SDP,66,http://www.arajarvi.fi,oikeustieteen tohtori,Demarit,-1.424202426,-1.371510022,-0.300767678,0.552931942
Nina Castén,Helsinki,SDP,31,http://www.ninacasten.fi,Filosofian maisteri & ylempi korkeakoulututkinto,Demarit,-0.945266358,0.106885453,0.111153607,1.009492898
Tuula Haatainen,Helsinki,SDP,55,http://www.tuulahaatainen.fi,Valtiotieteen maisteri & sairaanhoitaja,Demarit,-1.029329514,-0.795082174,-0.390547625,0.241755644
Eero Heinäluoma,Helsinki,SDP,59,http://www.heinäluoma.net,Ylioppilas,Demarit,-0.600677068,-0.228149189,-0.581520784,-0.42518835
Hanna Huumonen,Keski-Suomi,SDP,26,http://www.hannahuumonen.fi,Yhteiskuntatieteiden kandidaatti,Vihervasemmisto,-1.416023072,-0.873747142,0.447830082,0.777908068
Ville Jalovaara,Helsinki,SDP,39,http://www.villejalovaara.net,Dosentti,Demarit,-1.128389495,-0.650259096,-0.411876841,-0.06598371
Jukka Järvinen,Helsinki,SDP,50,http://www.jukkajarvinen.net,Diakonia AMK &Diakonia-opisto,Kansalliskonservatiivit,-0.22904077,-0.394684927,-0.468009337,-0.23577937
Johanna Laisaari,Helsinki,SDP,41,http://www.johannalaisaari.fi,OTK & VT,Viherliberaalit,-0.609049215,-0.731508331,-0.111478052,0.685692026
Päivi Lipponen,Helsinki,SDP,47,http://www.paivi.fi,Filosofian tohtori,Demarit,-0.653392789,-1.232707347,-0.734616718,-0.72226577
Jape Lovén,Helsinki,SDP,41,http://www.japeloven.net,,Demarit,-1.290953655,-0.360230707,0.45008404,-0.185719889
Jaakko Meretniemi,Helsinki,SDP,38,,ylempi korkeakoulututkinto & VTM.,Oikeisto,0.468212829,-0.894268561,0.96748895,-0.122607431
Welat Nehri,Helsinki,SDP,40,http://www.nehri.net,Diplomi-insinööri,Demarit,-0.769043535,-0.175911861,-0.391870908,-0.406337106
Matti Niemi,Helsinki,SDP,27,http://www.mattiniemi.fi,VTK,Viherliberaalit,-1.110556116,-1.041523032,0.79371888,0.708954414
Mikkel Näkkäläjärvi,Lappi,SDP,24,http://www.mikkel.fi,Ylioppilas,Viherliberaalit,-0.890242223,-0.59134508,0.762813477,0.782069231
Nasima Razmyar,Helsinki,SDP,30,http://www.nasima.fi,Yhteisöpedagogi & amk,Vihervasemmisto,-1.29936093,-1.202607176,-0.05321787,0.801215311
Tomi Sevander,Helsinki,SDP,43,http://www.tomisevander.fi,poliisikoulutuksesta valmistunut  vuonna 1996 & isännöitsijäkoulutuksesta vuonna 2006,Demarit,-0.307922645,0.760787216,0.029742734,-0.367774238
Kaarin Taipale,Helsinki,SDP,64,http://www.kaarintaipale.net,Tekniikan tohtori,Vihervasemmisto,-1.144895099,-1.119622642,-0.279662177,1.065329566
Karita Toijonen,Helsinki,SDP,49,http://www.karitatoijonen.fi,Alempi korkeakoulu tutkinto Kasvatustieteiden kandidaatti & erillinen erityisopettajan tutkinto,Demarit,-1.337193128,-0.794780409,0.388211088,0.128307316
Pilvi Torsti,Helsinki,SDP,39,http://www.pilvitorsti.fi,Valtiotieteen tohtori ja poliittisen historian dosentti,Viherliberaalit,-0.51604795,-1.294043165,0.523194669,0.935085002
Erkki Tuomioja,Helsinki,SDP,68,http://www.tuomioja.org,valtiotieteen tohtori & ekonomi,Demarit,-1.009429794,-0.315830013,-0.137776795,0.590762866
Mirka Vainikka,Helsinki,SDP,36,http://www.mirkavainikka.fi/,ylempi korkeakoulu,Demarit,-1.23252178,-0.628752564,0.732548854,0.295137763
Sinikka Vepsä,Helsinki,SDP,58,http://www.sinikkavepsa.fi,opistotaso,Demarit,-0.845470869,-0.047504259,-1.051113261,0.650063154
Anni Wallenius,Helsinki,SKP,27,http://http://anniwallenius.blogspot.fi/,ylioppilas,Vihervasemmisto,-1.139413828,-0.359406434,1.245235285,1.342101856
Heikki Ketoharju,Helsinki,SKP,26,http://heikki.ketoharju.info,,Vihervasemmisto,-1.693453759,-0.446260421,-0.508809368,1.475338969
Jussi-Petteri Lappi,Helsinki,SKP,32,,lukio/ylioppilas & talotekniikan perustutkinto,Demarit,-1.096803219,0.914501437,0.468504236,0.885094698
Yrjö Hakanen,Helsinki,SKP,62,http://www.yrjohakanen.fi,Valtiotieteen maisteri,Vihervasemmisto,-1.635640432,-0.610035256,-0.198193402,1.43908556
Lauri Alhojärvi,Helsinki,SKP,31,http://www.laurialhojarvi.fi,FM,Vihervasemmisto,-1.5262343,-0.537608803,0.717566867,1.559756367
Juha-Pekka Väisänen,Helsinki,SKP,47,http://skp.fi/blogit/jp-vaisanen/,kuvataiteen maisteri Taideakatemia,Vihervasemmisto,-1.527154922,-0.455486484,0.82537642,1.237548382
Riku Ahola,Helsinki,Vasemmistoliitto,34,http://ehdokas.vasemmisto.fi/rikuahola,Ylempi korkeakoulu & VTM.,Demarit,-1.05026598,-0.793807755,-0.054417478,1.006273639
Mirja Arajärvi,Helsinki,Vasemmistoliitto,70,http://www.ehdokas.vasemmisto.fi/mirjaarajarvi/,filosofian lisensiaatti,Vihervasemmisto,-1.462612975,-0.343043347,0.175602973,1.142773562
Paavo Arhinmäki,Helsinki,Vasemmistoliitto,38,http://www.paavoarhinmaki.fi,,Vihervasemmisto,-1.6280488,-0.885617839,-0.081750042,1.330133747
Ilpo Haaja,Helsinki,Vasemmistoliitto,56,,keskikoulu+am.koulutusta,Demarit,-1.579933184,0.567927003,0.629485086,-0.256014997
Mia Haglund,Helsinki,Vasemmistoliitto,29,http://www.miahaglund.fi,Valtiotieteiden kandidaatti,Vihervasemmisto,-1.46878191,-1.029396414,0.593222398,1.535685729
Veronika Honkasalo,Helsinki,Vasemmistoliitto,39,http://www.veronikahonkasalo.fi,Valtiotieteiden tohtori,Vihervasemmisto,-1.610237539,-0.618064541,0.209635314,1.547078973
Mikko Jokio,Helsinki,Vasemmistoliitto,39,,Lähihoitaja,Vihervasemmisto,-1.639716614,-0.439500426,0.402471403,1.582878435
Otso Kantokorpi,Helsinki,Vasemmistoliitto,58,http://alastonkriitikko.blogspot.com,hum.kand.,Vihervasemmisto,-1.422596379,-0.3370621,0.188196978,1.005329523
Mai Kivelä,Helsinki,Vasemmistoliitto,32,http://www.maikivela.fi,MA,Vihervasemmisto,-1.534470137,-0.346947729,0.956199839,1.570646037
Dan Koivulaakso,Helsinki,Vasemmistoliitto,34,http://www.dankoivulaakso.fi,Yhteiskuntatieteiden maisteri,Vihervasemmisto,-1.598781569,-0.553802182,0.638984479,1.49267731
Vesa Korkkula,Helsinki,Vasemmistoliitto,30,http://vesakorkkula.org/,VTM,Vihervasemmisto,-1.395862891,-0.577990464,1.096798216,1.474462411
Sophia Leppä,Helsinki,Vasemmistoliitto,23,http://www.sophialeppa.org,Toisen asteen koulutus (yo&painotuotantoassistentti),Vihervasemmisto,-1.59472395,-0.393533054,0.528860861,1.359890111
Petra Malin,Helsinki,Vasemmistoliitto,34,http://www.petramalin.fi,Valtiotieteiden maisteri & sosionomi AMK,Vihervasemmisto,-1.527255575,-0.841246414,0.413436091,1.146220088
Hanna Mithiku,Helsinki,Vasemmistoliitto,33,http://www.hannamithiku.vas.fi,Teologian kandidaatti,Vihervasemmisto,-1.427001053,-0.69625723,-0.414492958,1.299991566
Silvia Modig,Helsinki,Vasemmistoliitto,38,http://www.silviamodig.fi,Ylioppilas,Vihervasemmisto,-1.292973211,-0.861960768,0.793596215,1.537130714
Henrik Nyholm,Helsinki,Vasemmistoliitto,27,http://www.henkkanyholm.fi,ylioppilas,Vihervasemmisto,-1.307596743,0.367110653,0.726711632,0.779272133
Heikki Patomäki,Helsinki,Vasemmistoliitto,52,http://patomaki.fi/http://www,VTT,Vihervasemmisto,-1.464764543,-0.323917804,0.094124128,1.350508774
Kirsi Pihlaja,Helsinki,Vasemmistoliitto,34,http://kirsipihlaja.fi,AMK,Vihervasemmisto,-1.506373991,-0.54750885,0.248630703,1.205661973
Anna Vuorjoki,Helsinki,Vasemmistoliitto,38,http://www.annavuorjoki.fi,Psykologian maisteri,Vihervasemmisto,-1.545561686,-0.319569001,0.019127861,1.407314177
Leo Stranius,Helsinki,Vihreät,40,http://www.leostranius.fi,Hallintotieteiden maisteri,Viherliberaalit,-1.084217515,-0.695946418,0.98777588,1.499000212
Hannu Oskala,Helsinki,Vihreät,36,http://hannuoskala.fi,Ylempi korkeakoulututkinto & musiikin maisteri,Viherliberaalit,0.319537775,-1.280304235,1.713222581,1.225129936
Emma Kari,Helsinki,Vihreät,31,http://www.emmakari.fi,Korkeakoulututkinto,Vihervasemmisto,-1.459754018,-0.774128631,1.044126024,1.504164605
Maria Ohisalo,Helsinki,Vihreät,30,http://www.mariaohisalo.fi,Ylempi korkeakoulututkinto,Vihervasemmisto,-1.39177628,-0.889844949,0.897275568,1.503537747
Otso Kivekäs,Helsinki,Vihreät,35,http://otsokivekas.fi,Korkeakoulu,Viherliberaalit,-0.630423519,-1.129623346,1.487310356,1.254114162
Johanna Sumuvuori,Helsinki,Vihreät,38,http://www.sumuvuori.net,valtiotieteiden maisteri (VTM),Vihervasemmisto,-1.366866764,-1.125369543,0.629373815,1.475436181
Ozan Yanar,Helsinki,Vihreät,27,http://www.ozan.fi,Valtiotieteiden kandidaatti,Viherliberaalit,-0.840021782,-0.980794978,0.571128426,1.231685865
Kati Juva,Helsinki,Vihreät,57,http://www.katijuva.turanko.net/wordpress/,dosentti,Viherliberaalit,-1.104081128,-1.188680815,0.089517311,1.342986242
Antero Vartia,Helsinki,Vihreät,34,http://www.anterovartia.com,Kauppatieteiden maisteri,Viherliberaalit,0.464100931,-0.839100651,1.307631584,1.123095221
Alviina Alametsä,Helsinki,Vihreät,22,http://www.alviina.fi,VTK & maailmanpolitiikan tutkimus (Helsingin Yliopisto),Vihervasemmisto,-1.298959353,-0.389244088,1.38989802,1.538486875
Outi Alanko-Kahiluoto,Helsinki,Vihreät,48,http://www.outialanko.fi,Filosofian tohtori,Vihervasemmisto,-1.39584511,-0.95345408,-0.141449111,1.290508324
Pekka Haavisto,Helsinki,Vihreät,57,http://www.pekkahaavisto.fi,Valt.yo.,Viherliberaalit,-0.047239356,-1.345882575,0.533803539,1.106970233
Mari Holopainen,Helsinki,Vihreät,34,http://www.mariholopainen.fi,Kauppatieteiden maisteri & tohtorikoulutettava,Viherliberaalit,-0.093837251,-0.937287499,1.453161941,1.137444444
Maria Vuorelma,Helsinki,Vihreät,32,http://www.mariavuorelma.fi,ylempi korkeakoulututkinto,Viherliberaalit,-0.835097846,-1.090938123,0.631886799,1.436614655
Lilja Tamminen,Helsinki,Vihreät,27,http://www.liljat.fi,,Viherliberaalit,0.543197632,-0.201399678,1.887006769,0.406479967
Liisa Ahonen,Kaakkois-Suomi,Kristillisdemokraatit,53,http://www.123.kotisivu.fi/Lisbet,Ammattitutkinto,Kansalliskonservatiivit,-0.103224277,0.268953259,-1.484626595,0.117848386
Maiju Hölsä,Kaakkois-Suomi,Kristillisdemokraatit,55,,korkeakoulu,Kansalliskonservatiivit,0.48572357,0.413417042,-1.53028482,-0.496684313
Veijo Kilpeläinen,Kaakkois-Suomi,Kristillisdemokraatit,49,http://www.veijokilpelainen.wordpress.com,LitM & yliopisto,Kansalliskonservatiivit,0.298461259,0.343653756,-1.578210747,-0.430475631
Antti Kivimäki,Kaakkois-Suomi,Kristillisdemokraatit,47,,FM,Kansalliskonservatiivit,0.369354768,0.637486844,-1.89088082,0.175313443
Sari Palm,Kaakkois-Suomi,Kristillisdemokraatit,48,http://www.saripalm.net,kasvatustieteen maisteri,Kansalliskonservatiivit,0.048559398,-0.887023911,-1.173450108,0.191249167
Pirkko Parjanen,Kaakkois-Suomi,Kristillisdemokraatit,58,,Opistotaso,Demarit,-0.552190956,-0.466876295,-2.214273668,0.844906541
Juha Rantalainen,Kaakkois-Suomi,Kristillisdemokraatit,65,http://www.juharantalainen.fi,korkeakoulututkinto,Kansalliskonservatiivit,0.532806857,0.307712838,-1.4750075,-0.559684828
Teuvo V. Riikonen,Kaakkois-Suomi,Kristillisdemokraatit,54,http://www.teuvovriikonen.fi,Yliopisto,Kansalliskonservatiivit,0.670230201,0.291325867,-1.343278943,-0.166401846
Esa Ruhanen,Kaakkois-Suomi,Kristillisdemokraatit,29,,Maaseutuyrittäjä & Ajoneuvoasentaja,Kansalliskonservatiivit,0.424639634,0.964853157,-1.533764113,0.057911894
Hilla Ryösö,Kaakkois-Suomi,Kristillisdemokraatit,20,http://www.hillaryoso.com,Musiikkikasvatuksen ja sosiaalityön opiskelija (Jyväskylän yliopisto),Kansalliskonservatiivit,0.30776904,-0.572078706,-0.994775697,0.310887592
Tarja Turunen,Kaakkois-Suomi,Kristillisdemokraatit,34,http://www.tarjaturunen.fi,Tradenomi & ylempi AMK,Kansalliskonservatiivit,0.801090907,-0.283557066,-1.204376834,-1.474730457
Hanna Kosonen,Kaakkois-Suomi,Keskusta,39,http://www.hannakosonen.fi,Filosofian maisteri,Oikeisto,0.737407841,-0.309914175,1.171292464,0.50758169
Markku Laukkanen,Kaakkois-Suomi,Keskusta,64,http://www.markkulaukkanen,Yhteiskuntatieteen maisteri,Oikeisto,1.332427127,-0.157716383,0.285212276,-0.940610724
Jari Leppä,Kaakkois-Suomi,Keskusta,55,http://www.jarileppa.fi,Maanviljelysteknikko,Kansalliskonservatiivit,0.605514261,0.086370807,-1.155578165,-0.393466441
Antti Pakkanen,Kaakkois-Suomi,Keskusta,25,http://www.anttipakkanen.com,Ammattikorkeakoulututkinto,Kansalliskonservatiivit,0.879380694,1.015391576,-0.419444883,-2.171584788
Markku Pakkanen,Kaakkois-Suomi,Keskusta,55,http://www.markkupakkanen.fi,Keskiaste,Kansalliskonservatiivit,0.40690044,0.110701931,-0.569924135,-0.70839662
Anniina Peltola,Kaakkois-Suomi,Keskusta,30,http://www.anniinapeltola.fi,Valtiotieteiden kandidaatti,Kansalliskonservatiivit,0.09805449,-0.716485847,-0.214410577,-0.150706849
Pekka Pöyry,Kaakkois-Suomi,Keskusta,37,http://www.pekkapoyry.fi,ylempi korkeakoulututkinto,Kansalliskonservatiivit,0.665690155,0.422148646,-0.87224343,-0.079719661
Merja Rehn,Kaakkois-Suomi,Keskusta,54,http://www.merjarehn.fi,Ylempi korkeakoulututkinto & yhteiskuntatieteiden maisteri,Oikeisto,0.846431376,-0.703582522,0.282220257,0.21833427
Eero Sistonen,Kaakkois-Suomi,Keskusta,29,http://www.eerosistonen.com,Ammattikorkeakoulu,Kansalliskonservatiivit,0.239665738,0.14528002,0.319693071,-0.413389086
Kairit Tahvola,Kaakkois-Suomi,Keskusta,24,http://www.tahvolakairit.fi,ylioppilas,Oikeisto,0.630176937,-0.138061575,1.338907011,0.364439922
Hannu Tiusanen,Kaakkois-Suomi,Keskusta,29,http://www.hannutiusanen.fi,Ylempi korkeakoulututkinto,Viherliberaalit,0.106867374,-0.198898523,-0.253471488,0.532262539
Ari Torniainen,Kaakkois-Suomi,Keskusta,59,http://www.aritorniainen.fi,Rakennusinsinööri & Ylioppilas,Kansalliskonservatiivit,-0.314832083,0.864322901,-0.673608886,-0.168908921
Kaija Viljakainen,Kaakkois-Suomi,Keskusta,58,http://www.kaijaviljakainen.fi,Opistotaso,Kansalliskonservatiivit,-0.414914649,1.50539253,-0.827126283,-1.581988079
Jukka Vuorinen,Kaakkois-Suomi,Keskusta,52,http://www.jukkavuorinen.fi,Ylempi korkeakoulututkinto,Kansalliskonservatiivit,1.116280277,1.249780464,-0.311293371,-1.982454874
Markku Heikkilä,Kaakkois-Suomi,Keskusta,45,http://www.markkuheikkila.eu,MBA & rakennusarkkitehdin ammattiaineopinnot,Kansalliskonservatiivit,0.176896937,-0.534645417,-0.410003599,0.084641016
Eero Aho,Kaakkois-Suomi,Kokoomus,30,,Korkeakoulu,Kansalliskonservatiivit,0.543991327,0.596559722,0.132128189,-1.890966839
Anu Urpalainen,Kaakkois-Suomi,Kokoomus,48,http://www.urpalainenanu.fi,ylempi korkeakoulututkinto,Oikeisto,1.83361656,-0.576634076,0.878471825,0.05599748
Toni Vanhala,Kaakkois-Suomi,Kokoomus,40,http://www.tonivanhala.fi,Ylempi korkeakoulututkinto,Oikeisto,1.596464044,-1.031408898,0.466460663,-0.317812309
Marko Forss,Kaakkois-Suomi,Kokoomus,39,http://www.fobba.fi,Ylikonstaapeli & hallintotieteiden yo,Oikeisto,0.892132698,-0.164915218,0.966237462,-0.088026291
Jussi Honka,Kaakkois-Suomi,Kokoomus,43,,Peruskoulu,Oikeisto,1.465739182,-0.51233963,0.979623545,-0.00207828
Jan Hultin,Kaakkois-Suomi,Kokoomus,58,http://www.janhultin.fi,Peruskoulun luokanopettaja & eMBA,Oikeisto,1.44059129,-0.86415681,0.527733192,-0.435279392
Jyrki Hyttinen,Kaakkois-Suomi,Kokoomus,52,http://www.jyrkihyttinen.fi,Korkeakoulu,Oikeisto,1.296621058,-0.392508835,0.002522609,-0.532085748
Antti Häkkänen,Kaakkois-Suomi,Kokoomus,30,http://www.anttihakkanen.fi,Lakimies (OTM),Oikeisto,2.006429007,0.003453916,0.513601474,-1.008897256
Marika Kirjavainen,Kaakkois-Suomi,Kokoomus,46,http://www.marikakirjavainen.fi,Alempi korkea-asteen tutkinto,Oikeisto,1.624146949,-0.349959533,0.359293123,-0.3199125
Jukka Kopra,Kaakkois-Suomi,Kokoomus,48,http://www.jukkakopra.fi,tekn.yo,Oikeisto,1.678319676,0.060225043,0.051253366,-0.696617327
Paula Kylä-Harakka,Kaakkois-Suomi,Kokoomus,37,http://www.paulakylaharakka.fi,Ylempi korkeakoulututkinto (VTM & FM),Oikeisto,1.383977264,-1.06091723,0.577290747,-0.03542108
Jari Larikka,Kaakkois-Suomi,Kokoomus,50,http://www.jarilarikka.fi,Ylioppilas,Oikeisto,1.296110649,-0.573167524,0.563625361,-0.734410611
Marika Nykänen,Kaakkois-Suomi,Kokoomus,34,http://www.marikanykanen.fi,Alempi korkeakoulu,Kansalliskonservatiivit,0.659105861,0.124334281,1.123318944,-0.888153643
Tuomas Telkkä,Kaakkois-Suomi,Kokoomus,30,http://www.tuomastelkka.fi,Diplomi-insinööri (Lappeenrannan teknillinen yliopisto LUT),Oikeisto,1.704339215,-1.189922347,0.714612592,-0.611043002
Marita Toikka,Kaakkois-Suomi,Kokoomus,41,http://www.maritatoikka.fi,Ylempi korkeakoulututkinto,Oikeisto,1.419255893,-1.103372163,0.040302266,-0.326737537
Lenita Toivakka,Kaakkois-Suomi,Kokoomus,53,http://www.lenitatoivakka.fi,KTM,Oikeisto,1.476877997,-1.391748482,-0.125265346,-0.195415065
Teemu Lavikka,Kaakkois-Suomi,Muutos 2011,39,,ammattikoulu,Oikeisto,1.245689478,0.949270671,0.468418187,-0.598163109
Oona Mustonen,Kaakkois-Suomi,Muutos 2011,,,,Demarit,-1.166357366,1.96828326,-1.050551489,0.690921091
Mika Aromaa,Kaakkois-Suomi,Piraattipuolue,28,http://www.mikaaromaa.piraatit.fi,Toisen asteen tutkinto + yliopisto-opintoja,Kansalliskonservatiivit,0.399394681,0.909399158,1.152986337,-0.223810637
Antti Simola,Kaakkois-Suomi,Piraattipuolue,31,,2-aste & ammattikoulu,Kansalliskonservatiivit,0.009828014,1.258469116,1.524526038,-1.114828961
Mika Väyrynen,Kaakkois-Suomi,Piraattipuolue,47,http://mikavyrynen.puheenvuoro.uusisuomi.fi/,Peruskoulu & ammattikoulu & kursseja.,Kansalliskonservatiivit,0.439585815,0.39460532,0.418977478,0.46356542
Juho Eerola,Kaakkois-Suomi,Perussuomalaiset,,,,Kansalliskonservatiivit,0.723619262,1.991055168,0.001116885,-1.247739236
Ilpo Heltimoinen,Kaakkois-Suomi,Perussuomalaiset,41,http://www.heltimoinen.fi,Ammattiopisto,Kansalliskonservatiivit,0.690555401,1.451825619,-0.2724614,-2.229266053
Pekka Korpivaara,Kaakkois-Suomi,Perussuomalaiset,51,http://www.pekkakorpivaara.fi,Rakennusinsinööri,Kansalliskonservatiivit,0.340905953,1.614731999,0.029110569,-1.271564777
Raul Lehto,Kaakkois-Suomi,Perussuomalaiset,41,http://www.raullehto.ehdolla.fi,Metsätalousinsinööri,Kansalliskonservatiivit,0.656665302,0.993505452,-0.094154581,-0.563644627
Jari Lindström,Kaakkois-Suomi,Perussuomalaiset,49,http://www.jarppalindstrom.net,Ammatillinen koulutus & kemian laborantti,Kansalliskonservatiivit,0.859982884,1.983547071,-0.497417223,-0.582151871
Peter Muurman,Kaakkois-Suomi,Perussuomalaiset,70,http://www.petermuurman.net,Yhteiskuntatieteiden maisteri ja sosionomi,Kansalliskonservatiivit,-0.066059698,1.495143119,-0.711336699,-1.392077781
Jani Mäkelä,Kaakkois-Suomi,Perussuomalaiset,38,http://www.janimakela.fi/,Ammattikorkeakoulu,Kansalliskonservatiivit,-0.130434994,1.767888117,-0.390562552,-1.419583086
Päivi Sivenius,Kaakkois-Suomi,Perussuomalaiset,56,,Keskikoulu,Kansalliskonservatiivit,-0.187472174,1.776729105,-0.87748998,-1.132651342
Jenni Vilen,Kaakkois-Suomi,Perussuomalaiset,24,http://www.jennivilen.fi,Matkailun restonomi & AMK,Kansalliskonservatiivit,-0.514044508,1.819610574,-0.009473718,-0.954849185
Emmi Voutilainen,Kaakkois-Suomi,Perussuomalaiset,27,http://www.emmivoutilainen.fi,AMK,Kansalliskonservatiivit,0.150026184,1.039627464,-0.163627615,-0.553069912
Tanja Hartonen-Pulkka,Kaakkois-Suomi,Perussuomalaiset,44,,Ammattiopisto,Kansalliskonservatiivit,0.153420117,1.007054065,-0.774297293,-0.276898675
Harri Kivinen,Kaakkois-Suomi,Perussuomalaiset,54,,kauppateknikko,Kansalliskonservatiivit,0.754887735,0.566789519,-0.437138875,-0.664893102
